25.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0890\25.jpg,402,853,422,878,notch
43.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0159\43.jpg,808,747,1000,841,healthy_frond
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0891\34.jpg,489,1,817,215,infested_tree
22.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0904\22.jpg,329,266,513,410,healthy_frond
42.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0183\42.jpg,103,452,595,906,infested_tree
31.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0913\31.jpg,326,352,919,732,infested_tree
41.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0185\41.jpg,496,460,835,526,healthy_frond
11.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0168\11.jpg,511,629,602,808,healthy_frond
35.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0916\35.jpg,1,312,59,422,healthy_tree
35.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0674\35.jpg,319,711,569,850,infested_frond
13.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0904\13.jpg,954,527,1000,680,infested_frond
43.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0195\43.jpg,799,366,951,478,infested_frond
44.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0174\44.jpg,325,560,338,590,notch
45.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0160\45.jpg,868,653,982,767,healthy_frond
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0904\34.jpg,185,716,222,758,notch
32.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0635\32.jpg,432,318,999,820,infested_tree
32.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0922\32.jpg,129,570,203,788,infested_frond
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0642\34.jpg,459,604,705,700,infested_frond
16.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0154\16.jpg,1,747,212,1000,healthy_tree
31.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0192\31.jpg,672,438,815,581,healthy_frond
23.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0903\23.jpg,499,578,534,614,notch
32.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0907\32.jpg,577,845,676,918,healthy_frond
44.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0176\44.jpg,940,557,1000,774,healthy_frond
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0887\34.jpg,633,67,653,97,notch
12.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0655\12.jpg,387,156,549,215,infested_frond
22.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0169\22.jpg,695,154,794,407,healthy_frond
45.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0666\45.jpg,198,781,245,816,notch
21.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0147\21.jpg,848,474,1000,578,healthy_frond
14.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0906\14.jpg,539,658,569,690,notch
42.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0658\42.jpg,366,398,398,426,notch
33.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0890\33.jpg,490,377,633,517,healthy_frond
35.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0198\35.jpg,619,732,689,790,healthy_frond
35.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0147\35.jpg,728,346,873,420,healthy_frond
23.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0173\23.jpg,613,441,644,475,notch
33.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0234\33.jpg,493,194,580,261,notch
15.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0166\15.jpg,769,720,926,853,healthy_frond
44.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0159\44.jpg,414,538,520,649,healthy_frond
16.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0183\16.jpg,148,205,273,314,healthy_frond
24.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0649\24.jpg,196,233,258,382,healthy_frond
45.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0636\45.jpg,244,471,396,648,healthy_frond
15.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0150\15.jpg,261,1,504,113,healthy_frond
41.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0670\41.jpg,674,632,725,672,notch
25.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0194\25.jpg,761,1,825,164,healthy_frond
31.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0909\31.jpg,400,448,728,667,infested_tree
42.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0186\42.jpg,630,104,848,197,healthy_frond
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0195\34.jpg,820,936,968,996,healthy_frond
14.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0899\14.jpg,640,80,678,122,notch
24.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0195\24.jpg,525,335,677,444,infested_frond
23.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0671\23.jpg,432,290,463,327,notch
33.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0169\33.jpg,208,128,295,277,healthy_frond
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0895\34.jpg,286,98,580,376,infested_tree
35.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0156\35.jpg,253,108,359,262,infested_frond
13.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0181\13.jpg,848,24,968,124,healthy_frond
21.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0147\21.jpg,767,478,850,723,healthy_frond
24.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0195\24.jpg,449,554,541,707,healthy_frond
31.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0181\31.jpg,758,713,796,743,notch
11.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0655\11.jpg,546,949,572,981,notch
32.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0198\32.jpg,300,64,350,267,healthy_frond
46.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0922\46.jpg,142,492,180,535,notch
11.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0656\11.jpg,779,512,992,611,infested_frond
23.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0174\23.jpg,194,785,297,981,healthy_frond
43.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0154\43.jpg,442,519,610,632,healthy_frond
21.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0914\21.jpg,731,543,1000,802,infested_tree
43.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0197\43.jpg,30,346,440,841,infested_tree
45(1).jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0175\45(1).jpg,406,734,443,774,notch
13.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0194\13.jpg,25,590,135,778,healthy_frond
35.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0653\35.jpg,78,424,114,443,notch
24.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0152\24.jpg,1,450,98,589,infested_frond
22.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0180\22.jpg,451,192,523,299,healthy_frond
14.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0153\14.jpg,746,885,927,973,healthy_frond
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0904\34.jpg,53,282,87,312,notch
32.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0195\32.jpg,495,431,637,653,healthy_frond
24.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0209\24.jpg,581,272,652,331,notch
22.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0151\22.jpg,440,862,597,995,healthy_frond
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0174\34.jpg,163,338,331,472,healthy_frond
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0898\34.jpg,204,96,236,120,notch
31.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0173\31.jpg,369,447,410,482,notch
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0197\34.jpg,443,195,531,306,healthy_frond
34.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0890\34.jpg,366,845,398,881,notch
31.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0192\31.jpg,768,138,859,290,healthy_frond
31.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0181\31.jpg,43,881,163,952,healthy_frond
25.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0890\25.jpg,382,839,432,904,infested_frond
35.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0160\35.jpg,376,242,508,364,healthy_frond
13.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0891\13.jpg,771,168,796,200,notch
33.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0903\33.jpg,21,833,244,950,infested_frond
12.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0182\12.jpg,29,804,233,893,healthy_frond
33.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0904\33.jpg,388,1,508,140,healthy_frond
35.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0213\35.jpg,475,48,556,118,notch
31.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0148\31.jpg,65,839,167,943,healthy_frond
21.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0180\21.jpg,790,529,996,957,healthy_tree
12.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0905\12.jpg,636,122,732,247,healthy_frond
32.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0665\32.jpg,601,650,661,694,notch
32.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0634\32.jpg,330,825,352,851,notch
13.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0156\13.jpg,406,658,599,793,healthy_frond
41.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0185\41.jpg,159,91,241,273,healthy_frond
25.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0196\25.jpg,827,516,940,595,healthy_frond
31.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0158\31.jpg,388,136,450,273,healthy_frond
32.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0171\32.jpg,545,607,665,834,healthy_frond
42.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0196\42.jpg,867,850,906,877,notch
21.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0148\21.jpg,279,606,333,758,infested_frond
15.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0901\15.jpg,38,380,266,449,healthy_frond
33.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0672\33.jpg,436,621,883,1000,infested_tree
23.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0169\23.jpg,558,806,699,993,healthy_frond
23.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0669\23.jpg,200,103,242,149,notch
13.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0182\13.jpg,528,328,763,362,healthy_frond
22.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0650\22.jpg,73,378,208,580,infested_frond
15.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0679\15.jpg,448,795,599,1000,healthy_frond
23.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0195\23.jpg,882,112,907,152,notch
45.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0887\45.jpg,226,616,312,656,notch
15.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0679\15.jpg,161,541,768,1000,healthy_tree
33.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0230\33.jpg,116,366,162,434,notch
14.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0906\14.jpg,1,22,125,224,healthy_frond
42.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0198\42.jpg,405,429,546,492,infested_frond
45.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0185\45.jpg,473,546,652,701,healthy_frond
31.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0658\31.jpg,718,375,826,562,infested_frond
22.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0673\22.jpg,887,417,1000,540,infested_frond
14.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0149\14.jpg,482,1,669,116,infested_frond
24.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0174\24.jpg,619,208,721,331,healthy_frond
42.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0636\42.jpg,713,385,891,556,infested_frond
45.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0633\45.jpg,615,595,718,675,healthy_frond
11.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0192\11.jpg,426,1,554,120,healthy_frond
12.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0923\12.jpg,874,670,953,811,infested_frond
23.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0169\23.jpg,800,852,883,1000,healthy_frond
41.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0644\41.jpg,476,99,530,163,healthy_frond
13.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0192\13.jpg,328,198,526,300,healthy_frond
11.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0154\11.jpg,421,568,605,697,healthy_frond
41.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0162\41.jpg,950,824,992,952,healthy_frond
24.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0174\24.jpg,743,467,819,684,healthy_frond
32.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\East_Waiawa_Plots\East_Waiawa_Plots_Cropped\DJI_0183\32.jpg,315,444,471,578,healthy_frond
45.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\West_Waiawa_Plots\West_Waiawa_Plots_Cropped\DJI_0633\45.jpg,357,814,504,941,healthy_tree
25.jpg,C:\Users\developer\Desktop\labeled_images_dataset_Copy\Loi_Behind_LLC\Loi_Behind_LLC_Cropped\DJI_0895\25.jpg,572,172,732,418,healthy_frond
